locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
631769,Mike's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012210.337,2100696.938,37.74880138,-122.4005525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7488013915255, -122.400552458775)"
631772,Mike's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2200 CESAR CHAVEZ ST,4327A007,4327A,7,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012474.048,2101145.897,37.75004883,-122.3996721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7500488397802, -122.399672059699)"
632693,Park's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6012210.337,2100696.938,37.74880138,-122.4005525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7488013915255, -122.400552458775)"
639710,May Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2400 CESAR CHAVEZ ST,4328A005,4328A,5,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012051.606,2101106.273,37.74991647,-122.4011301,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.749916483201, -122.401130112202)"
639711,May Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2300 CESAR CHAVEZ ST,4328A007,4328A,7,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012256.828,2101112.599,37.74994529,-122.4004209,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.749945299567, -122.400420884428)"
641319,Anas Goodies Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,4324002,4324,2,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013011.36,2101203.484,37.75023688,-122.397818,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7502368985887, -122.397818031709)"
639688,May Catering,Truck,2478101,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2627) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,1,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011674.927,2100772.595,37.74897924,-122.4024092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7489792549662, -122.402409234551)"
639709,May Catering,Truck,3887000,CHANNEL ST: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,8711023,8711,23,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015253.35,2109839.763,37.77407484,-122.3906685,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7740748548448, -122.390668458136)"
639708,May Catering,Truck,3889000,CHANNEL ST: END to END (0 - 0),Assessors Block 3810/Lot008,3810008,3810,8,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013705.031,2109129.688,37.77203911,-122.3959746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7720391273135, -122.395974631576)"
626851,Two G's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,8720001,8720,1,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,
631773,Mike's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,8720001,8720,1,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,
631777,Mike's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),Assessors Block 8720/Lot009,8720009,8720,9,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6016084.593,2109122.779,37.77215224,-122.387743,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7721522570328, -122.387742984106)"
629960,Paradise Catering,Truck,4194000,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,3736124,3736,124,15MFF-0055,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6013968.817,2114630.492,37.78715774,-122.3954476,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0055&ExportPDF=1&Filename=15MFF-0055_schedule.pdf,,3/11/15 16:02,Mar 11 2015  3:54PM,1,3/15/16 0:00,"(37.7871577579478, -122.395447605142)"
645812,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,37,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644473,-122.3979874,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7644473093577, -122.397987371498)"
626004,Golden Catering,Truck,4494000,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,5741016,5741,16,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6007810.618,2095762.19,37.7350053,-122.4154174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,,2/27/15 15:30,Feb 27 2015  3:23PM,1,3/15/16 0:00,"(37.7350053129528, -122.415417409735)"
632699,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.7467113,-122.3921503,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7467113168533, -122.392150319443)"
629202,Linda's Catering,Truck,4806101,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,1156034,1156,34,15MFF-0047,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6001382.637,2111693.088,37.7783843,-122.4387824,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0047&ExportPDF=1&Filename=15MFF-0047_schedule.pdf,,5/1/15 15:45,Mar 10 2015  4:16PM,1,3/15/16 0:00,"(37.7783843147514, -122.438782388557)"
627757,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,3/9/15 11:04,Mar  9 2015 10:54AM,1,3/15/16 0:00,"(37.7683202633027, -122.427110643945)"
641298,Anas Goodies Catering,Truck,4907000,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015246.528,2090674.566,37.72145084,-122.3893534,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.721450853571, -122.389353445066)"
631441,Liang Bai Ping,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,4882026,4882,26,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014733.709,2091343.759,37.72325987,-122.3911729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7232598801599, -122.391172885959)"
631454,Liang Bai Ping,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,4882025,4882,25,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014749.836,2091269.372,37.72305651,-122.3911119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7230565231749, -122.391111940632)"
632864,Singh Brothers Ice Cream,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,4910023,4910,23,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014572.169,2091177.246,37.72279369,-122.3917197,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,3/17/15 11:40,Mar 17 2015 11:13AM,1,3/15/16 0:00,"(37.7227937025955, -122.391719666463)"
639716,May Catering,Truck,4909000,DONNER AVE: END to 03RD ST (1600 - 1699),1600 DONNER AVE,4881023,4881,23,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014214.714,2091627.121,37.72400911,-122.3929868,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7240091203753, -122.392986782568)"
632960,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,30049000,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,234,17,15MFF-0087,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.794331,-122.3958111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0087&ExportPDF=1&Filename=15MFF-0087_schedule.pdf,,3/18/15 11:56,Mar 17 2015  3:01PM,1,3/15/16 0:00,"(37.7943310170137, -122.395811053013)"
627209,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,4972000,DRUMM ST: CLAY ST to WASHINGTON ST (200 - 299),253 DRUMM ST,203013,203,13,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,6013507.554,2117905.099,37.79612338,-122.3972732,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,,3/17/15 14:01,Mar  5 2015  2:51PM,1,3/15/16 0:00,"(37.7961233940173, -122.397273204328)"
630169,Curry Up Now,Truck,24571000,DRUMM ST: WASHINGTON ST intersection,370 DRUMM ST,201012,201,12,15MFF-0057,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6013693.222,2118189.172,37.79691371,-122.3966507,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0057&ExportPDF=1&Filename=15MFF-0057_schedule.pdf,,4/28/15 8:11,Mar 12 2015 12:57PM,1,3/15/16 0:00,"(37.796913726248, -122.396650675254)"
641307,Anas Goodies Catering,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.585,2112907.843,37.78186712,-122.4298852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7818671313531, -122.429885247593)"
633737,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,24892000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST intersection,800 MARKET ST,329001,329,1,15MFF-0098,APPROVED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.78546975,-122.4066158,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0098&ExportPDF=1&Filename=15MFF-0098_schedule.pdf,,3/20/15 11:00,Mar 20 2015 10:40AM,1,3/15/16 0:00,"(37.7854697602654, -122.406615761063)"
632931,Think is Good Inc.,Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,15MFF-0084,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6009885.084,2114861.905,37.78756517,-122.4095928,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0084&ExportPDF=1&Filename=15MFF-0084_schedule.pdf,,3/17/15 14:10,Mar 17 2015  1:57PM,0,3/15/16 0:00,"(37.7875651791523, -122.40959283347)"
627140,Senor Sisig,Truck,5170000,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,15MFF-0029,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6010286.046,2114141.69,37.78561009,-122.4081548,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0029&ExportPDF=1&Filename=15MFF-0029_schedule.pdf,,3/17/15 12:34,Mar  5 2015 11:39AM,0,3/15/16 0:00,"(37.7856101001445, -122.408154764336)"
641333,Anas Goodies Catering,Truck,5204000,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,761033,761,33,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6005923.757,2112690.418,37.78138003,-122.4231438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7813800413344, -122.423143845496)"
632710,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,2,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019061.118,2096525.406,37.73772687,-122.3765729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7377268804175, -122.376572914563)"
639730,May Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1059 EVANS AVE,4603A005,4603A,5,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6018579.482,2096114.542,37.73657218,-122.3782097,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7365721962415, -122.378209667192)"
632776,Tacos Rodriguez,Truck,5331101,EVANS AVE: KEITH ST to MENDELL ST (1201 - 1399) -- SOUTH --,1275 EVANS AVE,5237033,5237,33,15MFF-0081,APPROVED,Tacos: burritos: quesadillas: soda & water,6017367.817,2097063.665,37.73911143,-122.382465,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0081&ExportPDF=1&Filename=15MFF-0081_schedule.pdf,,4/24/15 14:54,Mar 16 2015  4:42PM,1,3/15/16 0:00,"(37.7391114435654, -122.382464971127)"
632695,Park's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7445912089067, -122.393076880848)"
645803,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7445912089067, -122.393076880848)"
629948,Eva's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,15MFF-0054,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0054&ExportPDF=1&Filename=15MFF-0054_schedule.pdf,,3/26/15 15:58,Mar 11 2015  3:47PM,1,3/15/16 0:00,"(37.7477721054195, -122.397031718968)"
632698,Park's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,4347A000,4347A,0,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,
